id	status	priority	category	project	project_id	trigger_source	dedupe_key	created_at	updated_at	title	action
184dbccc-13eb-49cd-a82f-c267a67aff40	open	medium	dev	missiond	""	""	""	2026-03-08T03:54:02.217550+00:00	2026-03-08T03:54:02.217550+00:00	#11 PTY 识别抽象为可复用模块	close: roadmap superseded by V3/OCaml/shared-memory
6a9960a5-580e-4aaf-a93f-6afbe9d42f07	open	medium	dev	missiond	""	""	""	2026-03-08T03:54:02.221194+00:00	2026-03-08T03:54:02.221194+00:00	#12 PTY 集成测试：定期检查 CLI 更新影响	close: roadmap superseded by V3/OCaml/shared-memory
6c89e5da-fc2f-4e36-9ff0-560bc7037ffa	open	medium	dev	missiond	""	""	""	2026-03-08T03:54:02.224271+00:00	2026-03-08T03:54:02.224271+00:00	#13 结合 GPT5.4 识图能力辅助 PTY 状态检测	close: roadmap superseded by V3/OCaml/shared-memory
6973da01-5622-4418-a315-3f08c943724d	open	high	dev	missiond	""	""	""	2026-03-09T04:19:16.161376+00:00	2026-03-09T04:19:16.161376+00:00	全息代码上下文引擎 (Holographic Context Engine)	close: roadmap superseded by V3/OCaml/shared-memory
26360f06-7963-4f24-b130-976995e8efe4	open	high	dev	missiond	""	""	""	2026-03-09T04:19:24.443007+00:00	2026-03-09T04:19:24.443007+00:00	P1: AST Core — tree-sitter 集成 + Lisp Pruner + SQLite 表	close: roadmap superseded by V3/OCaml/shared-memory
32e34fc2-19c2-4ea0-9b20-b3e97fad5da2	open	high	dev	missiond	""	""	""	2026-03-09T04:19:28.578904+00:00	2026-03-09T04:19:28.578904+00:00	P2: Sync Pipeline — git_watcher 增量同步 + AST Worker + Embedding	close: roadmap superseded by V3/OCaml/shared-memory
153a6fea-83e6-4944-b38c-93ca86734845	open	high	dev	missiond	""	""	""	2026-03-09T04:19:32.859242+00:00	2026-03-09T04:19:32.859242+00:00	P3: Prefetch Injection — 混合搜索 + autopilot 上下文预取	close: roadmap superseded by V3/OCaml/shared-memory
fdae2f7f-ef4c-48ea-a8f1-fa05286e1764	open	medium	dev	missiond	""	""	""	2026-03-09T05:15:01.084207+00:00	2026-03-09T05:15:01.084207+00:00	P4: 全息信标 (Holographic Beacon)	close: roadmap superseded by V3/OCaml/shared-memory
2eaa195b-9db7-458e-902f-9c71f03b420f	blocked	medium	dev	missiond	""	""	""	2026-05-03T11:26:57.740181+00:00	2026-05-03T11:29:48.012181+00:00	Survey exact shards for swarm objective (1/3)	close: stale swarm shard child
6cc342f5-8c5f-4185-840b-66150261bf79	blocked	medium	dev	missiond	""	""	""	2026-05-03T11:26:57.759578+00:00	2026-05-03T11:29:48.016720+00:00	Survey exact shards for swarm objective (2/3)	close: stale swarm shard child
12b4bfd1-d925-46f6-bb92-2d0664decc56	blocked	medium	dev	missiond	""	""	""	2026-05-03T11:26:57.776808+00:00	2026-05-03T11:29:48.018504+00:00	Survey exact shards for swarm objective (3/3)	close: stale swarm shard child
ec92e2b9-4c33-4e83-b62a-a8599f3b6e67	blocked	medium	dev	missiond	""	""	""	2026-05-04T18:26:33.482634+00:00	2026-05-04T18:31:53.933306+00:00	Survey exact shards for swarm objective (1/4)	close: stale swarm shard child
6a8d9f9c-38f0-4cb1-98a9-f59c9fbff0d9	blocked	medium	dev	missiond	""	""	""	2026-05-04T18:26:33.506346+00:00	2026-05-04T18:32:00.693485+00:00	Survey exact shards for swarm objective (2/4)	close: stale swarm shard child
c4c2366b-bd4c-4040-b6ca-d03c9ef38413	blocked	medium	dev	missiond	""	""	""	2026-05-04T18:26:33.529437+00:00	2026-05-04T18:32:00.697801+00:00	Survey exact shards for swarm objective (3/4)	close: stale swarm shard child
15053b70-4e49-4197-afcb-7246edf26c9d	blocked	medium	dev	missiond	""	""	""	2026-05-04T18:26:33.556494+00:00	2026-05-04T18:32:00.702449+00:00	Survey exact shards for swarm objective (4/4)	close: stale swarm shard child
da823f26-d1f3-4079-bcd6-d2e89b5eb4c3	blocked	medium	dev	missiond	""	""	""	2026-05-05T09:56:38.869274+00:00	2026-05-05T09:58:17.317918+00:00	Investigate context for swarm objective (1/2)	close: stale swarm shard child
327b73a4-a368-45ce-8351-b70b25d50a1c	blocked	medium	dev	missiond	""	""	""	2026-05-05T09:56:38.888164+00:00	2026-05-05T09:58:17.321469+00:00	Investigate context for swarm objective (2/2)	close: stale swarm shard child
023b91ad-dc6c-4a2a-bc53-49610b3fb768	blocked	medium	dev	missiond	""	""	""	2026-05-05T09:56:38.947265+00:00	2026-05-05T10:40:20.838090+00:00	Survey exact shards for swarm objective (1/8)	close: stale swarm shard child
c04e4ac7-823a-4755-8764-8894cfd105d9	blocked	medium	dev	missiond	""	""	""	2026-05-05T09:56:38.976196+00:00	2026-05-05T10:40:20.838090+00:00	Survey exact shards for swarm objective (2/8)	close: stale swarm shard child
00ff0300-2ebb-40e3-831b-87de90a64ba4	blocked	medium	dev	missiond	""	""	""	2026-05-05T09:56:39.005784+00:00	2026-05-05T10:40:20.838090+00:00	Survey exact shards for swarm objective (3/8)	close: stale swarm shard child
e9511ec2-aaff-4ea1-8f50-c3957e476631	blocked	medium	dev	missiond	""	""	""	2026-05-05T09:56:39.035788+00:00	2026-05-05T10:40:20.838090+00:00	Survey exact shards for swarm objective (4/8)	close: stale swarm shard child
6ffb258d-90fc-4b7c-a21a-3b706a1b5fd7	blocked	medium	dev	missiond	""	""	""	2026-05-05T09:56:39.062057+00:00	2026-05-05T10:40:20.838090+00:00	Survey exact shards for swarm objective (5/8)	close: stale swarm shard child
bf280853-a811-4040-b65d-7266416e8293	blocked	medium	dev	missiond	""	""	""	2026-05-05T09:56:39.085110+00:00	2026-05-05T10:40:20.838090+00:00	Survey exact shards for swarm objective (6/8)	close: stale swarm shard child
871b74ff-2c68-4cac-99b7-3306fc93b86a	blocked	medium	dev	missiond	""	""	""	2026-05-05T09:56:39.336288+00:00	2026-05-05T10:40:20.838090+00:00	Survey exact shards for swarm objective (7/8)	close: stale swarm shard child
90792fa4-b040-41c6-ba4b-e0bad7ea84b6	blocked	medium	dev	missiond	""	""	""	2026-05-05T09:56:39.426362+00:00	2026-05-05T10:40:20.838090+00:00	Survey exact shards for swarm objective (8/8)	close: stale swarm shard child
738c96f5-7878-4d0f-8cc9-e9f4f2e88adf	blocked	medium	dev	missiond	""	""	""	2026-05-05T09:58:17.645612+00:00	2026-05-05T10:10:57.387803+00:00	Survey exact shards for swarm objective (7/8)	close: stale swarm shard child
8943be92-6118-41b4-b7be-be6cdf3317f4	open	low	dev	missiond	""	""	""	2026-03-05T08:42:18.506833+00:00	2026-03-05T08:42:18.506833+00:00	OpenClaw 研究：Spawn Mode 显式化 (run vs session)	close: superseded research
5f3aa41a-2898-4e88-b74c-84fb39fc82a6	open	low	dev	missiond	""	""	""	2026-03-05T08:42:22.467926+00:00	2026-03-05T08:42:22.467926+00:00	OpenClaw 研究：Task Queue Debounce + Drop Policy	close: superseded research
739c3b03-834d-49be-924f-a3b5adf852bb	open	low	dev	missiond	""	""	""	2026-03-05T08:42:26.371927+00:00	2026-03-05T08:42:26.371927+00:00	OpenClaw 研究：Heartbeat 自主检查机制	close: superseded research
e52c63ef-0cdb-4c66-ae93-dc35179358d8	open	low	dev	missiond	""	""	""	2026-03-05T08:42:31.087047+00:00	2026-03-05T08:42:31.087047+00:00	OpenClaw 研究：安全审计框架	close: superseded research
ee509a8b-6d71-44c7-a2b2-6aed1831c50d	open	low	dev	missiond	""	""	""	2026-03-05T08:42:35.946421+00:00	2026-03-05T08:42:35.946421+00:00	OpenClaw 研究：Bootstrap 文件分层注入	close: superseded research
ef1ccff0-1af6-4800-b26b-4eda3b9be2fd	open	low	dev	missiond	""	""	""	2026-03-05T08:42:40.172996+00:00	2026-03-05T08:52:12.598607+00:00	OpenClaw 研究：Model Fallback Chain 增强（非新建）	close: superseded research
b4685f75-dcff-4e8e-a39b-68e6b6adbb96	open	medium	dev	missiond	""	""	""	2026-03-05T08:46:41.653567+00:00	2026-03-05T08:52:28.034622+00:00	OpenClaw+Gemini 研究：MCP 级联动态挂载（增强现有 Client）	close: superseded research
6f2f71cd-5031-4ccf-8f8b-539f9e7e60c8	open	low	dev	missiond	""	""	""	2026-03-05T08:46:48.167882+00:00	2026-03-05T08:46:48.167882+00:00	OpenClaw+Gemini 研究：OTLP 分布式 Span 追踪	close: superseded research
eee4ffb9-8c9b-46f7-896f-1fb43f5b5ce7	open	low	dev	missiond	""	""	""	2026-03-05T08:46:54.105288+00:00	2026-03-05T08:52:05.178021+00:00	OpenClaw+Gemini 研究：Zombie Reaper 增强（非新建）	close: superseded research
451b3e0b-b5a1-440e-bf8b-46db93712c4f	open	low	dev	missiond	""	""	""	2026-03-05T08:47:01.202090+00:00	2026-03-05T08:52:20.519318+00:00	OpenClaw+Gemini 研究：终端输出语义压缩（非粗暴截断）	close: superseded research
